Message ID,Message Name,Sender,Signal Name,Start Bit,Size (bits),Factor,Offset,Min,Max,Unit,Cycle Time (ms),Data Type,Drive Bus,Data Bus
0x491,CM_Request_DAQ,CANMaster,Dynamics_Enable_Response,0,8,1,0,,,,,uint8_t,TRUE,FALSE
,CM_Request_DAQ,CANMaster,Front_Enable_Response,8,8,1,0,,,,,uint8_t,TRUE,FALSE
,CM_Request_DAQ,CANMaster,Telemetry_Enable_Response,16,8,1,0,,,,,uint8_t,TRUE,FALSE
0x492,CM_Request_Wheel,CANMaster,BL_Enable_Response,0,8,1,0,,,,,uint8_t,TRUE,FALSE
,CM_Request_Wheel,CANMaster,BR_Enable_Response,8,8,1,0,,,,,uint8_t,TRUE,FALSE
,CM_Request_Wheel,CANMaster,FL_Enable_Response,16,8,1,0,,,,,uint8_t,TRUE,FALSE
,CM_Request_Wheel,CANMaster,FR_Enable_Response,24,8,1,0,,,,,uint8_t,TRUE,FALSE
0x590,CM_Response_ECU,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,FALSE
0x591,CM_Response_BMS,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,FALSE
0x592,CM_Response_PDM,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,FALSE
0x593,CM_Response_Dynamics,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,TRUE
0x594,CM_Response_Front,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,TRUE
0x595,CM_Response_Telemetry,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,TRUE
0x596,CM_Response_BL,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,FALSE
0x597,CM_Response_BR,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,FALSE
0x598,CM_Response_FL,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,FALSE
0x599,CM_Response_FR,CANMaster,Counter,0,64,1,0,,,,,uint64_t,TRUE,FALSE
0x192,CM_Node_Status_Drivetrain,CANMaster,ECU_Status,0,8,1,0,,,,,uint8_t,TRUE,TRUE
,CM_Node_Status_Drivetrain,CANMaster,BMS_Status,8,8,1,0,,,,,uint8_t,TRUE,TRUE
,CM_Node_Status_Drivetrain,CANMaster,PDM_Status,16,8,1,0,,,,,uint8_t,TRUE,TRUE
0x193,CM_Node_Status_DAQ,CANMaster,Dynamics_Status,0,8,1,0,,,,,uint8_t,TRUE,TRUE
,CM_Node_Status_DAQ,CANMaster,Front_Status,8,8,1,0,,,,,uint8_t,TRUE,TRUE
,CM_Node_Status_DAQ,CANMaster,Telemetry_Status,16,8,1,0,,,,,uint8_t,TRUE,TRUE
0x194,CM_Node_Status_Wheel,CANMaster,BL_Status,0,8,1,0,,,,,uint8_t,TRUE,TRUE
,CM_Node_Status_Wheel,CANMaster,BR_Status,8,8,1,0,,,,,uint8_t,TRUE,TRUE
,CM_Node_Status_Wheel,CANMaster,FL_Status,16,8,1,0,,,,,uint8_t,TRUE,TRUE
,CM_Node_Status_Wheel,CANMaster,FR_Status,24,8,1,0,,,,,uint8_t,TRUE,TRUE
0x150,BMS_SOE,BMS,Max_Discharge_Current,0,12,0.1,0,,,A,100,unsigned_float,TRUE,FALSE
,BMS_SOE,BMS,Max_Regen_Current,12,12,0.1,0,,,A,100,unsigned_float,TRUE,FALSE
,BMS_SOE,BMS,Battery_Voltage,24,16,0.01,0,,,V,100,unsigned_float,TRUE,FALSE
,BMS_SOE,BMS,Battery_Temperature,40,8,1,-40,,,C,100,unsigned_float,TRUE,FALSE
,BMS_SOE,BMS,Battery_Current,48,16,0.01,-100,,,A,100,unsigned_float,TRUE,FALSE
0x151,BMS_Faults,BMS,Fault_Summary,0,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Undervoltage_Fault,1,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Overvoltage_Fault,2,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Undertemperature_Fault,3,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Overtemperature_Fault,4,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Overcurrent_Fault,5,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,External_Kill_Fault,6,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Open_Wire_Fault,7,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Open_Wire_Temp_Fault,8,1,1,0,,,,100,bool,FALSE,FALSE
,BMS_Faults,BMS,Pec_Fault,9,1,1,0,,,,100,bool,TRUE,FALSE
,BMS_Faults,BMS,Total_PEC_Failures,10,8,1,0,,,,100,uint8_t,TRUE,FALSE
0x152,BMS_Status,BMS,BMS_State,0,8,1,0,,,"State that the BMS is in:
Idle = 0,
Precharge = 1,
Active = 2,
Charge = 3,
Fault = 4",100,uint8_t,TRUE,FALSE
,BMS_Status,BMS,IMD_State,8,8,1,0,,,State of the IMD. High is Healthy ,100,uint8_t,TRUE,FALSE
,BMS_Status,BMS,Max_Cell_Temp,16,8,1,-40,,,C,100,unsigned_float,TRUE,FALSE
,BMS_Status,BMS,Min_Cell_Temp,24,8,1,-40,,,C,100,unsigned_float,TRUE,FALSE
,BMS_Status,BMS,Max_Cell_Voltage,32,8,0.012,2,,,V,100,unsigned_float,TRUE,FALSE
,BMS_Status,BMS,Min_Cell_Voltage,40,8,0.012,2,,,V,100,unsigned_float,TRUE,FALSE
,BMS_Status,BMS,BMS_SOC,48,8,0.004,0,,,,100,unsigned_float,TRUE,FALSE
0x153,BMS_Voltages_0,BMS,Cell_V_0,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_0,BMS,Cell_V_1,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_0,BMS,Cell_V_2,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_0,BMS,Cell_V_3,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_0,BMS,Cell_V_4,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_0,BMS,Cell_V_5,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_0,BMS,Cell_V_6,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_0,BMS,Cell_OCV_Offset_0,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x154,BMS_Voltages_1,BMS,Cell_V_7,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_1,BMS,Cell_V_8,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_1,BMS,Cell_V_9,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_1,BMS,Cell_V_10,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_1,BMS,Cell_V_11,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_1,BMS,Cell_V_12,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_1,BMS,Cell_V_13,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_1,BMS,Cell_OCV_Offset_1,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x155,BMS_Voltages_2,BMS,Cell_V_14,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_2,BMS,Cell_V_15,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_2,BMS,Cell_V_16,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_2,BMS,Cell_V_17,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_2,BMS,Cell_V_18,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_2,BMS,Cell_V_19,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_2,BMS,Cell_V_20,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_2,BMS,Cell_OCV_Offset_2,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x156,BMS_Voltages_3,BMS,Cell_V_21,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_3,BMS,Cell_V_22,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_3,BMS,Cell_V_23,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_3,BMS,Cell_V_24,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_3,BMS,Cell_V_25,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_3,BMS,Cell_V_26,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_3,BMS,Cell_V_27,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_3,BMS,Cell_OCV_Offset_3,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x157,BMS_Voltages_4,BMS,Cell_V_28,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_4,BMS,Cell_V_29,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_4,BMS,Cell_V_30,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_4,BMS,Cell_V_31,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_4,BMS,Cell_V_32,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_4,BMS,Cell_V_33,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_4,BMS,Cell_V_34,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_4,BMS,Cell_OCV_Offset_4,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x158,BMS_Voltages_5,BMS,Cell_V_35,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_5,BMS,Cell_V_36,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_5,BMS,Cell_V_37,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_5,BMS,Cell_V_38,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_5,BMS,Cell_V_39,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_5,BMS,Cell_V_40,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_5,BMS,Cell_V_41,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_5,BMS,Cell_OCV_Offset_5,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x159,BMS_Voltages_6,BMS,Cell_V_42,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_6,BMS,Cell_V_43,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_6,BMS,Cell_V_44,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_6,BMS,Cell_V_45,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_6,BMS,Cell_V_46,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_6,BMS,Cell_V_47,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_6,BMS,Cell_V_48,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_6,BMS,Cell_OCV_Offset_6,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x15A,BMS_Voltages_7,BMS,Cell_V_49,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_7,BMS,Cell_V_50,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_7,BMS,Cell_V_51,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_7,BMS,Cell_V_52,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_7,BMS,Cell_V_53,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_7,BMS,Cell_V_54,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_7,BMS,Cell_V_55,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_7,BMS,Cell_OCV_Offset_7,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x15B,BMS_Voltages_8,BMS,Cell_V_56,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_8,BMS,Cell_V_57,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_8,BMS,Cell_V_58,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_8,BMS,Cell_V_59,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_8,BMS,Cell_V_60,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_8,BMS,Cell_V_61,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_8,BMS,Cell_V_62,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_8,BMS,Cell_OCV_Offset_8,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x15C,BMS_Voltages_9,BMS,Cell_V_63,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_9,BMS,Cell_V_64,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_9,BMS,Cell_V_65,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_9,BMS,Cell_V_66,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_9,BMS,Cell_V_67,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_9,BMS,Cell_V_68,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_9,BMS,Cell_V_69,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_9,BMS,Cell_OCV_Offset_9,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x15D,BMS_Voltages_10,BMS,Cell_V_70,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_10,BMS,Cell_V_71,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_10,BMS,Cell_V_72,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_10,BMS,Cell_V_73,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_10,BMS,Cell_V_74,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_10,BMS,Cell_V_75,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_10,BMS,Cell_V_76,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_10,BMS,Cell_OCV_Offset_10,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x15E,BMS_Voltages_11,BMS,Cell_V_77,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_11,BMS,Cell_V_78,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_11,BMS,Cell_V_79,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_11,BMS,Cell_V_80,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_11,BMS,Cell_V_81,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_11,BMS,Cell_V_82,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_11,BMS,Cell_V_83,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_11,BMS,Cell_OCV_Offset_11,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x15F,BMS_Voltages_12,BMS,Cell_V_84,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_12,BMS,Cell_V_85,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_12,BMS,Cell_V_86,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_12,BMS,Cell_V_87,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_12,BMS,Cell_V_88,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_12,BMS,Cell_V_89,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_12,BMS,Cell_V_90,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_12,BMS,Cell_OCV_Offset_12,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x160,BMS_Voltages_13,BMS,Cell_V_91,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_13,BMS,Cell_V_92,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_13,BMS,Cell_V_93,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_13,BMS,Cell_V_94,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_13,BMS,Cell_V_95,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_13,BMS,Cell_V_96,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_13,BMS,Cell_V_97,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_13,BMS,Cell_OCV_Offset_13,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x161,BMS_Voltages_14,BMS,Cell_V_98,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_14,BMS,Cell_V_99,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_14,BMS,Cell_V_100,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_14,BMS,Cell_V_101,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_14,BMS,Cell_V_102,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_14,BMS,Cell_V_103,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_14,BMS,Cell_V_104,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_14,BMS,Cell_OCV_Offset_14,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x162,BMS_Voltages_15,BMS,Cell_V_105,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_15,BMS,Cell_V_106,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_15,BMS,Cell_V_107,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_15,BMS,Cell_V_108,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_15,BMS,Cell_V_109,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_15,BMS,Cell_V_110,40,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_15,BMS,Cell_V_111,48,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_15,BMS,Cell_OCV_Offset_15,56,8,0.004,0,,,V,,unsigned_float,TRUE,FALSE
0x163,BMS_Voltages_16,BMS,Cell_V_112,0,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_16,BMS,Cell_V_113,8,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_16,BMS,Cell_V_114,16,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_16,BMS,Cell_V_115,24,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
,BMS_Voltages_16,BMS,Cell_V_116,32,8,0.012,2,,,V,,unsigned_float,TRUE,FALSE
